Date,Store_ID,Product_ID,Product_Category,Sales,Stock,Price,Promotion,Holiday,Weather,Local_Event,Competitor_Price,Supplier_Lead_Time,Year,Month,Day,Day_of_Week,Weekend
2025-09-06,Store_4,P001,Beverage,122,218,498,Yes,No,Rainy,No,363,1,2025,9,6,5,1
2025-09-07,Store_3,P002,Beverage,269,82,584,No,Yes,Hot,No,281,3,2025,9,7,6,1
2025-09-08,Store_1,P009,Grocery,67,387,490,Yes,Yes,Hot,No,302,5,2025,9,8,0,0
2025-09-09,Store_4,P010,Beverage,58,444,403,No,No,Cloudy,Yes,869,7,2025,9,9,1,0
2025-09-10,Store_4,P002,Beverage,193,354,711,No,Yes,Sunny,No,875,3,2025,9,10,2,0
2025-09-11,Store_3,P005,Personal Care,177,304,945,No,Yes,Rainy,Yes,248,6,2025,9,11,3,0
2025-09-12,Store_1,P009,Beverage,22,425,436,Yes,Yes,Rainy,Yes,907,5,2025,9,12,4,0
2025-09-13,Store_3,P009,Grocery,23,388,844,No,No,Rainy,No,299,13,2025,9,13,5,1
2025-09-14,Store_1,P008,Personal Care,194,293,327,Yes,No,Sunny,Yes,889,1,2025,9,14,6,1
2025-09-15,Store_5,P001,Pharmacy,165,362,668,Yes,No,Cloudy,No,309,10,2025,9,15,0,0
2025-09-16,Store_2,P001,Personal Care,180,191,713,Yes,No,Rainy,Yes,699,6,2025,9,16,1,0
2025-09-17,Store_2,P009,Grocery,60,360,386,No,Yes,Sunny,No,66,14,2025,9,17,2,0
2025-09-18,Store_2,P008,Personal Care,101,146,20,Yes,No,Hot,No,994,8,2025,9,18,3,0
2025-09-19,Store_3,P010,Personal Care,56,314,63,Yes,No,Rainy,No,734,13,2025,9,19,4,0
2025-09-20,Store_5,P009,Grocery,34,393,758,Yes,No,Rainy,No,233,13,2025,9,20,5,1
2025-09-21,Store_1,P007,Personal Care,103,196,862,No,No,Cloudy,No,777,1,2025,9,21,6,1
2025-09-22,Store_4,P003,Grocery,132,350,117,No,Yes,Rainy,No,43,2,2025,9,22,0,0
2025-09-23,Store_1,P003,Grocery,244,267,739,No,Yes,Rainy,Yes,340,14,2025,9,23,1,0
2025-09-24,Store_4,P002,Pharmacy,262,454,284,Yes,Yes,Hot,Yes,293,4,2025,9,24,2,0
2025-09-25,Store_1,P005,Beverage,162,67,819,No,No,Sunny,Yes,575,12,2025,9,25,3,0
2025-09-26,Store_5,P003,Beverage,60,372,802,Yes,No,Sunny,No,863,2,2025,9,26,4,0
2025-09-27,Store_4,P006,Personal Care,277,132,159,Yes,Yes,Cloudy,Yes,332,11,2025,9,27,5,1
2025-09-28,Store_3,P002,Personal Care,124,197,500,No,No,Hot,No,382,9,2025,9,28,6,1
2025-09-29,Store_1,P003,Pharmacy,221,239,256,Yes,No,Sunny,Yes,687,10,2025,9,29,0,0
2025-09-30,Store_1,P005,Pharmacy,285,177,993,No,Yes,Hot,Yes,399,8,2025,9,30,1,0
2025-10-01,Store_4,P001,Pharmacy,229,429,972,Yes,Yes,Sunny,No,730,8,2025,10,1,2,0
2025-10-02,Store_3,P001,Grocery,70,123,923,No,No,Hot,Yes,938,4,2025,10,2,3,0
2025-10-03,Store_3,P010,Pharmacy,27,350,91,Yes,No,Cloudy,Yes,693,5,2025,10,3,4,0
2025-10-04,Store_5,P009,Pharmacy,57,326,686,Yes,No,Rainy,Yes,926,4,2025,10,4,5,1
2025-10-05,Store_3,P007,Personal Care,58,46,209,Yes,Yes,Cloudy,No,489,13,2025,10,5,6,1
2025-10-06,Store_3,P001,Pharmacy,47,344,287,Yes,Yes,Sunny,Yes,765,9,2025,10,6,0,0
2025-10-07,Store_3,P008,Grocery,278,101,340,Yes,Yes,Cloudy,No,694,13,2025,10,7,1,0
2025-10-08,Store_2,P003,Grocery,103,27,126,No,Yes,Rainy,Yes,135,2,2025,10,8,2,0
2025-10-09,Store_5,P008,Personal Care,174,363,251,Yes,No,Cloudy,Yes,624,13,2025,10,9,3,0
2025-10-10,Store_1,P005,Pharmacy,136,72,61,No,Yes,Sunny,Yes,61,11,2025,10,10,4,0
2025-10-11,Store_4,P001,Pharmacy,21,159,721,No,Yes,Sunny,Yes,815,8,2025,10,11,5,1
2025-10-12,Store_1,P007,Grocery,112,148,902,No,No,Cloudy,No,398,2,2025,10,12,6,1
2025-10-13,Store_5,P005,Pharmacy,185,195,158,Yes,No,Rainy,Yes,741,1,2025,10,13,0,0
2025-10-14,Store_4,P006,Pharmacy,277,194,634,Yes,No,Cloudy,No,225,10,2025,10,14,1,0
2025-10-15,Store_5,P006,Pharmacy,100,214,702,Yes,Yes,Rainy,No,485,3,2025,10,15,2,0
2025-10-16,Store_3,P008,Beverage,287,269,882,No,No,Hot,Yes,751,9,2025,10,16,3,0
2025-10-17,Store_4,P009,Personal Care,69,373,292,Yes,No,Rainy,Yes,299,12,2025,10,17,4,0
2025-10-18,Store_3,P002,Beverage,232,265,500,Yes,Yes,Hot,No,667,3,2025,10,18,5,1
2025-10-19,Store_1,P009,Personal Care,38,360,435,No,Yes,Cloudy,No,637,9,2025,10,19,6,1
2025-10-20,Store_1,P010,Grocery,66,485,525,No,No,Rainy,Yes,137,7,2025,10,20,0,0
2025-10-21,Store_4,P009,Pharmacy,45,330,752,No,Yes,Hot,Yes,256,13,2025,10,21,1,0
2025-10-22,Store_4,P010,Personal Care,58,311,744,No,No,Hot,Yes,328,10,2025,10,22,2,0
2025-10-23,Store_5,P010,Beverage,29,345,872,No,No,Hot,Yes,475,1,2025,10,23,3,0
2025-10-24,Store_5,P007,Pharmacy,296,333,443,No,Yes,Sunny,Yes,919,10,2025,10,24,4,0
2025-10-25,Store_3,P001,Grocery,126,485,426,Yes,No,Cloudy,No,494,5,2025,10,25,5,1
2025-10-26,Store_4,P007,Personal Care,165,216,587,No,Yes,Hot,Yes,119,9,2025,10,26,6,1
2025-10-27,Store_1,P010,Personal Care,57,458,409,Yes,Yes,Rainy,Yes,280,12,2025,10,27,0,0
2025-10-28,Store_5,P005,Personal Care,92,320,361,Yes,Yes,Hot,No,324,3,2025,10,28,1,0
2025-10-29,Store_5,P006,Pharmacy,141,12,965,Yes,No,Sunny,Yes,373,9,2025,10,29,2,0
2025-10-30,Store_1,P010,Beverage,33,331,633,No,Yes,Cloudy,Yes,305,5,2025,10,30,3,0
2025-10-31,Store_5,P007,Beverage,207,431,952,Yes,Yes,Sunny,No,347,9,2025,10,31,4,0
2025-11-01,Store_3,P005,Personal Care,214,251,512,No,No,Sunny,Yes,122,10,2025,11,1,5,1
2025-11-02,Store_4,P007,Grocery,175,130,211,No,No,Sunny,No,82,6,2025,11,2,6,1
2025-11-03,Store_1,P009,Grocery,68,459,518,Yes,No,Rainy,Yes,706,9,2025,11,3,0,0
2025-11-04,Store_4,P003,Beverage,60,111,841,No,No,Cloudy,Yes,301,7,2025,11,4,1,0
2025-11-05,Store_5,P008,Grocery,82,47,731,Yes,Yes,Cloudy,Yes,460,7,2025,11,5,2,0
2025-11-06,Store_5,P002,Beverage,42,350,252,Yes,Yes,Rainy,No,312,8,2025,11,6,3,0
2025-11-07,Store_1,P007,Personal Care,94,422,964,No,Yes,Cloudy,No,757,7,2025,11,7,4,0
2025-11-08,Store_3,P002,Beverage,67,142,246,Yes,No,Sunny,No,26,12,2025,11,8,5,1
2025-11-09,Store_2,P004,Beverage,179,211,390,Yes,No,Cloudy,No,658,9,2025,11,9,6,1
2025-11-10,Store_1,P007,Personal Care,137,357,158,Yes,Yes,Rainy,Yes,955,11,2025,11,10,0,0
2025-11-11,Store_2,P003,Grocery,119,30,875,No,No,Sunny,No,111,9,2025,11,11,1,0
2025-11-12,Store_2,P002,Beverage,186,251,836,Yes,No,Rainy,No,954,6,2025,11,12,2,0
2025-11-13,Store_3,P010,Beverage,60,480,168,No,Yes,Hot,No,209,7,2025,11,13,3,0
2025-11-14,Store_2,P007,Personal Care,26,460,134,No,Yes,Sunny,Yes,890,2,2025,11,14,4,0
2025-11-15,Store_2,P001,Grocery,215,118,469,Yes,No,Sunny,Yes,495,9,2025,11,15,5,1
2025-11-16,Store_3,P008,Beverage,75,312,82,Yes,No,Cloudy,No,530,12,2025,11,16,6,1
2025-11-17,Store_2,P003,Personal Care,212,93,123,No,No,Sunny,No,481,13,2025,11,17,0,0
2025-11-18,Store_2,P002,Beverage,66,92,870,No,Yes,Rainy,Yes,72,1,2025,11,18,1,0
2025-11-19,Store_2,P003,Pharmacy,167,300,890,Yes,Yes,Cloudy,No,773,1,2025,11,19,2,0
2025-11-20,Store_1,P005,Personal Care,294,461,687,Yes,Yes,Hot,No,505,3,2025,11,20,3,0
2025-11-21,Store_1,P008,Grocery,176,78,292,No,Yes,Rainy,No,663,12,2025,11,21,4,0
2025-11-22,Store_1,P010,Grocery,38,360,25,No,Yes,Hot,No,509,6,2025,11,22,5,1
2025-11-23,Store_3,P007,Grocery,145,205,166,No,No,Hot,Yes,997,5,2025,11,23,6,1
2025-11-24,Store_5,P007,Grocery,83,149,203,No,No,Hot,Yes,383,2,2025,11,24,0,0
2025-11-25,Store_2,P007,Beverage,195,453,47,No,No,Sunny,Yes,131,9,2025,11,25,1,0
2025-11-26,Store_2,P008,Beverage,135,292,981,Yes,Yes,Rainy,No,428,14,2025,11,26,2,0
2025-11-27,Store_3,P001,Grocery,223,321,569,No,Yes,Rainy,No,26,13,2025,11,27,3,0
2025-11-28,Store_2,P004,Grocery,50,243,138,No,Yes,Sunny,Yes,761,10,2025,11,28,4,0
2025-11-29,Store_1,P006,Grocery,132,32,312,Yes,No,Cloudy,Yes,687,14,2025,11,29,5,1
2025-11-30,Store_5,P009,Beverage,49,345,390,Yes,Yes,Hot,Yes,216,4,2025,11,30,6,1
2025-12-01,Store_4,P002,Grocery,94,286,263,No,Yes,Rainy,No,854,4,2025,12,1,0,0
2025-12-02,Store_2,P001,Grocery,64,70,599,No,No,Sunny,Yes,895,5,2025,12,2,1,0
2025-12-03,Store_1,P010,Pharmacy,24,384,745,Yes,Yes,Hot,No,754,8,2025,12,3,2,0
2025-12-04,Store_4,P002,Pharmacy,173,387,237,No,No,Cloudy,No,386,10,2025,12,4,3,0
2025-12-05,Store_5,P007,Grocery,174,61,196,No,Yes,Cloudy,Yes,269,4,2025,12,5,4,0
2025-12-06,Store_4,P003,Personal Care,253,353,318,Yes,Yes,Hot,Yes,935,5,2025,12,6,5,1
2025-12-07,Store_1,P010,Grocery,50,379,695,No,No,Cloudy,No,614,12,2025,12,7,6,1
2025-12-08,Store_4,P002,Pharmacy,281,246,77,Yes,No,Rainy,Yes,259,4,2025,12,8,0,0
2025-12-09,Store_3,P007,Personal Care,144,320,288,Yes,No,Rainy,Yes,399,14,2025,12,9,1,0
2025-12-10,Store_4,P002,Personal Care,264,311,327,Yes,No,Rainy,No,926,6,2025,12,10,2,0
2025-12-11,Store_2,P003,Grocery,49,41,589,Yes,No,Cloudy,No,891,12,2025,12,11,3,0
2025-12-12,Store_2,P007,Pharmacy,141,64,307,No,No,Rainy,No,854,3,2025,12,12,4,0
2025-12-13,Store_3,P004,Pharmacy,144,361,996,Yes,Yes,Sunny,No,490,8,2025,12,13,5,1
2025-12-14,Store_1,P001,Personal Care,56,398,124,No,Yes,Rainy,No,794,6,2025,12,14,6,1
2025-12-15,Store_2,P005,Grocery,189,45,247,No,No,Rainy,Yes,938,10,2025,12,15,0,0
2025-12-16,Store_5,P009,Beverage,26,434,266,No,Yes,Cloudy,No,720,5,2025,12,16,1,0
2025-12-17,Store_2,P008,Beverage,54,499,719,No,No,Rainy,No,474,13,2025,12,17,2,0
2025-12-18,Store_2,P009,Pharmacy,38,303,513,No,Yes,Hot,No,385,2,2025,12,18,3,0
2025-12-19,Store_1,P010,Beverage,50,351,102,Yes,No,Sunny,Yes,309,10,2025,12,19,4,0
2025-12-20,Store_4,P009,Pharmacy,58,458,205,Yes,Yes,Cloudy,No,893,10,2025,12,20,5,1
2025-12-21,Store_2,P007,Pharmacy,293,304,271,Yes,Yes,Sunny,No,422,7,2025,12,21,6,1
2025-12-22,Store_3,P004,Pharmacy,220,345,374,Yes,Yes,Hot,No,77,2,2025,12,22,0,0
2025-12-23,Store_4,P005,Beverage,96,106,769,No,Yes,Cloudy,Yes,540,1,2025,12,23,1,0
2025-12-24,Store_5,P001,Pharmacy,78,378,891,Yes,Yes,Cloudy,No,323,7,2025,12,24,2,0
2025-12-25,Store_1,P001,Personal Care,145,222,715,No,No,Rainy,No,134,5,2025,12,25,3,0
2025-12-26,Store_5,P003,Grocery,128,326,815,No,No,Sunny,No,229,1,2025,12,26,4,0
2025-12-27,Store_4,P008,Grocery,243,146,916,Yes,No,Hot,Yes,60,4,2025,12,27,5,1
2025-12-28,Store_4,P002,Pharmacy,297,15,957,Yes,Yes,Hot,Yes,835,12,2025,12,28,6,1
2025-12-29,Store_4,P004,Grocery,87,118,229,Yes,No,Cloudy,Yes,192,13,2025,12,29,0,0
2025-12-30,Store_5,P002,Beverage,88,44,835,Yes,Yes,Rainy,Yes,253,4,2025,12,30,1,0
2025-12-31,Store_4,P005,Beverage,184,48,827,No,Yes,Cloudy,No,812,10,2025,12,31,2,0
2026-01-01,Store_5,P009,Grocery,43,411,628,No,Yes,Cloudy,No,903,7,2026,1,1,3,0
2026-01-02,Store_4,P001,Beverage,61,434,466,Yes,No,Cloudy,Yes,609,9,2026,1,2,4,0
2026-01-03,Store_3,P005,Grocery,128,127,479,No,Yes,Cloudy,Yes,639,2,2026,1,3,5,1
2026-01-04,Store_4,P009,Grocery,53,335,987,No,No,Hot,No,812,12,2026,1,4,6,1
2026-01-05,Store_5,P001,Grocery,269,435,491,No,No,Hot,No,422,14,2026,1,5,0,0
2026-01-06,Store_2,P009,Pharmacy,42,481,739,Yes,Yes,Cloudy,Yes,58,1,2026,1,6,1,0
2026-01-07,Store_4,P008,Grocery,158,474,389,No,Yes,Cloudy,Yes,138,2,2026,1,7,2,0
2026-01-08,Store_2,P004,Pharmacy,111,85,919,Yes,No,Rainy,Yes,354,7,2026,1,8,3,0
2026-01-09,Store_3,P010,Grocery,67,353,953,Yes,No,Cloudy,Yes,355,13,2026,1,9,4,0
2026-01-10,Store_1,P005,Grocery,144,473,511,No,No,Hot,No,558,10,2026,1,10,5,1
2026-01-11,Store_3,P005,Grocery,130,460,942,No,No,Sunny,Yes,635,6,2026,1,11,6,1
2026-01-12,Store_4,P006,Beverage,158,423,156,Yes,No,Hot,Yes,93,4,2026,1,12,0,0
2026-01-13,Store_2,P007,Pharmacy,292,322,386,No,No,Rainy,No,210,1,2026,1,13,1,0
2026-01-14,Store_2,P008,Pharmacy,118,392,931,No,Yes,Hot,No,343,13,2026,1,14,2,0
2026-01-15,Store_5,P008,Grocery,271,223,203,Yes,No,Sunny,No,166,1,2026,1,15,3,0
2026-01-16,Store_2,P002,Grocery,123,466,607,Yes,No,Cloudy,No,786,5,2026,1,16,4,0
2026-01-17,Store_5,P009,Beverage,64,418,306,Yes,No,Sunny,No,303,1,2026,1,17,5,1
2026-01-18,Store_1,P007,Beverage,268,248,491,Yes,No,Cloudy,Yes,232,12,2026,1,18,6,1
2026-01-19,Store_4,P004,Beverage,171,174,394,No,Yes,Cloudy,Yes,654,7,2026,1,19,0,0
2026-01-20,Store_5,P004,Pharmacy,269,96,673,No,Yes,Hot,Yes,737,13,2026,1,20,1,0
2026-01-21,Store_1,P008,Pharmacy,294,150,768,Yes,No,Hot,No,948,11,2026,1,21,2,0
2026-01-22,Store_2,P004,Pharmacy,184,169,556,Yes,No,Hot,Yes,771,1,2026,1,22,3,0
2026-01-23,Store_2,P006,Grocery,27,55,530,Yes,No,Rainy,No,413,1,2026,1,23,4,0
2026-01-24,Store_1,P005,Pharmacy,24,381,821,No,Yes,Hot,Yes,358,2,2026,1,24,5,1
2026-01-25,Store_2,P003,Personal Care,164,121,598,Yes,Yes,Rainy,Yes,817,13,2026,1,25,6,1
2026-01-26,Store_1,P010,Personal Care,59,426,269,No,Yes,Hot,No,41,14,2026,1,26,0,0
2026-01-27,Store_5,P002,Beverage,183,54,939,Yes,Yes,Cloudy,No,790,11,2026,1,27,1,0
2026-01-28,Store_5,P009,Pharmacy,25,316,529,Yes,Yes,Rainy,Yes,888,12,2026,1,28,2,0
2026-01-29,Store_1,P010,Personal Care,57,374,649,Yes,Yes,Sunny,Yes,124,10,2026,1,29,3,0
2026-01-30,Store_5,P009,Beverage,60,457,92,No,No,Rainy,Yes,485,3,2026,1,30,4,0
2026-01-31,Store_5,P001,Pharmacy,136,94,301,No,Yes,Rainy,Yes,478,13,2026,1,31,5,1
2026-02-01,Store_5,P010,Grocery,55,404,935,No,Yes,Sunny,Yes,451,11,2026,2,1,6,1
2026-02-02,Store_3,P003,Personal Care,192,494,979,Yes,No,Rainy,No,789,1,2026,2,2,0,0
2026-02-03,Store_4,P008,Grocery,66,143,379,No,Yes,Cloudy,No,735,9,2026,2,3,1,0
2026-02-04,Store_2,P006,Pharmacy,159,117,29,No,No,Hot,No,841,10,2026,2,4,2,0
2026-02-05,Store_3,P005,Personal Care,265,27,230,Yes,Yes,Sunny,No,793,8,2026,2,5,3,0
2026-02-06,Store_5,P005,Pharmacy,168,103,854,Yes,No,Hot,Yes,638,5,2026,2,6,4,0
2026-02-07,Store_1,P006,Grocery,265,159,171,No,No,Cloudy,Yes,782,13,2026,2,7,5,1
2026-02-08,Store_5,P007,Personal Care,24,255,24,No,No,Sunny,No,955,11,2026,2,8,6,1
2026-02-09,Store_4,P001,Grocery,203,298,214,No,No,Hot,Yes,240,2,2026,2,9,0,0
2026-02-10,Store_5,P009,Pharmacy,46,449,973,No,No,Hot,No,398,5,2026,2,10,1,0
2026-02-11,Store_1,P003,Pharmacy,65,218,302,Yes,Yes,Cloudy,Yes,241,6,2026,2,11,2,0
2026-02-12,Store_4,P004,Grocery,31,135,483,Yes,Yes,Hot,Yes,277,14,2026,2,12,3,0
2026-02-13,Store_5,P010,Personal Care,30,416,132,Yes,No,Cloudy,Yes,732,1,2026,2,13,4,0
2026-02-14,Store_4,P001,Grocery,36,425,290,No,No,Rainy,No,386,11,2026,2,14,5,1
2026-02-15,Store_2,P010,Pharmacy,24,342,182,No,No,Cloudy,No,789,4,2026,2,15,6,1
2026-02-16,Store_2,P003,Grocery,173,471,479,Yes,Yes,Rainy,No,368,9,2026,2,16,0,0
2026-02-17,Store_5,P002,Pharmacy,127,131,124,Yes,No,Sunny,No,244,2,2026,2,17,1,0
2026-02-18,Store_4,P002,Grocery,255,147,712,No,No,Hot,Yes,733,5,2026,2,18,2,0
2026-02-19,Store_1,P001,Personal Care,89,124,575,No,No,Cloudy,Yes,757,1,2026,2,19,3,0
2026-02-20,Store_5,P008,Personal Care,202,429,301,Yes,No,Cloudy,Yes,255,4,2026,2,20,4,0
2026-02-21,Store_2,P003,Grocery,269,171,706,Yes,Yes,Hot,Yes,202,4,2026,2,21,5,1
2026-02-22,Store_2,P003,Grocery,247,210,181,Yes,No,Hot,No,731,6,2026,2,22,6,1
2026-02-23,Store_5,P006,Personal Care,121,243,370,No,No,Sunny,Yes,888,10,2026,2,23,0,0
2026-02-24,Store_4,P008,Pharmacy,94,37,453,No,Yes,Sunny,Yes,777,9,2026,2,24,1,0
2026-02-25,Store_2,P009,Personal Care,36,411,871,No,No,Cloudy,Yes,463,3,2026,2,25,2,0
2026-02-26,Store_4,P009,Pharmacy,26,414,159,No,No,Sunny,No,884,9,2026,2,26,3,0
2026-02-27,Store_2,P004,Grocery,211,176,490,No,Yes,Rainy,No,642,6,2026,2,27,4,0
2026-02-28,Store_2,P005,Grocery,268,256,151,No,Yes,Sunny,No,25,7,2026,2,28,5,1
2026-03-01,Store_3,P002,Pharmacy,261,56,106,Yes,Yes,Sunny,Yes,255,12,2026,3,1,6,1
2026-03-02,Store_2,P009,Grocery,46,326,707,Yes,No,Cloudy,No,146,10,2026,3,2,0,0
2026-03-03,Store_1,P008,Pharmacy,238,136,202,No,No,Rainy,Yes,123,2,2026,3,3,1,0
2026-03-04,Store_5,P003,Beverage,101,156,387,Yes,Yes,Sunny,Yes,768,11,2026,3,4,2,0
2026-03-05,Store_5,P009,Personal Care,66,336,148,No,Yes,Rainy,Yes,934,10,2026,3,5,3,0
2026-03-06,Store_4,P003,Beverage,194,408,265,Yes,Yes,Rainy,No,499,14,2026,3,6,4,0
2026-03-07,Store_2,P009,Pharmacy,34,345,620,No,No,Rainy,No,174,6,2026,3,7,5,1
2026-03-08,Store_1,P002,Personal Care,279,421,597,Yes,No,Hot,Yes,276,6,2026,3,8,6,1
2026-03-09,Store_4,P010,Pharmacy,65,412,689,Yes,Yes,Hot,Yes,254,2,2026,3,9,0,0
2026-03-10,Store_3,P009,Personal Care,32,334,918,No,No,Hot,No,519,2,2026,3,10,1,0
2026-03-11,Store_4,P008,Personal Care,135,372,397,No,Yes,Hot,No,308,14,2026,3,11,2,0
2026-03-12,Store_4,P009,Personal Care,30,431,168,Yes,No,Cloudy,No,529,2,2026,3,12,3,0
2026-03-13,Store_2,P005,Personal Care,166,184,871,Yes,No,Sunny,Yes,571,10,2026,3,13,4,0
2026-03-14,Store_3,P002,Pharmacy,82,298,452,No,No,Hot,Yes,819,12,2026,3,14,5,1
2026-03-15,Store_4,P008,Personal Care,32,455,647,Yes,No,Cloudy,Yes,728,1,2026,3,15,6,1
2026-03-16,Store_1,P006,Personal Care,208,490,745,No,Yes,Sunny,No,804,5,2026,3,16,0,0
2026-03-17,Store_1,P008,Beverage,227,28,488,No,No,Hot,No,913,8,2026,3,17,1,0
2026-03-18,Store_5,P005,Grocery,133,204,465,Yes,No,Sunny,No,795,2,2026,3,18,2,0
2026-03-19,Store_3,P010,Grocery,64,379,500,No,Yes,Hot,Yes,588,13,2026,3,19,3,0
2026-03-20,Store_3,P002,Beverage,233,433,903,Yes,No,Cloudy,Yes,317,5,2026,3,20,4,0
2026-03-21,Store_5,P006,Beverage,190,184,313,Yes,Yes,Rainy,No,629,12,2026,3,21,5,1
2026-03-22,Store_4,P005,Pharmacy,73,499,784,No,Yes,Rainy,Yes,156,8,2026,3,22,6,1
2026-03-23,Store_3,P005,Pharmacy,145,458,162,Yes,No,Sunny,No,395,10,2026,3,23,0,0
2026-03-24,Store_1,P001,Pharmacy,296,422,269,No,No,Cloudy,Yes,106,14,2026,3,24,1,0
2026-03-25,Store_1,P002,Beverage,223,443,897,No,Yes,Rainy,No,438,5,2026,3,25,2,0
2026-03-26,Store_2,P008,Beverage,213,363,967,No,Yes,Hot,Yes,773,2,2026,3,26,3,0
2026-03-27,Store_3,P003,Personal Care,188,150,994,Yes,Yes,Rainy,Yes,218,3,2026,3,27,4,0
2026-03-28,Store_4,P010,Pharmacy,45,379,321,No,No,Sunny,No,482,6,2026,3,28,5,1
2026-03-29,Store_5,P003,Pharmacy,54,394,44,Yes,Yes,Sunny,No,456,11,2026,3,29,6,1
2026-03-30,Store_5,P008,Pharmacy,203,427,808,No,Yes,Cloudy,No,329,11,2026,3,30,0,0
2026-03-31,Store_4,P008,Grocery,76,102,908,No,Yes,Sunny,No,615,5,2026,3,31,1,0
2026-04-01,Store_2,P002,Personal Care,241,441,909,No,No,Rainy,No,773,11,2026,4,1,2,0
2026-04-02,Store_5,P008,Pharmacy,182,248,920,Yes,Yes,Rainy,Yes,300,4,2026,4,2,3,0
2026-04-03,Store_3,P001,Pharmacy,38,214,89,Yes,No,Rainy,No,342,4,2026,4,3,4,0
2026-04-04,Store_2,P006,Pharmacy,283,57,644,No,No,Rainy,No,783,5,2026,4,4,5,1
2026-04-05,Store_3,P008,Grocery,132,442,894,No,Yes,Cloudy,No,721,2,2026,4,5,6,1
2026-04-06,Store_1,P003,Grocery,49,254,131,Yes,No,Hot,Yes,970,9,2026,4,6,0,0
2026-04-07,Store_2,P008,Beverage,154,329,383,Yes,Yes,Hot,No,961,2,2026,4,7,1,0
2026-04-08,Store_5,P001,Personal Care,86,326,322,Yes,No,Cloudy,No,171,10,2026,4,8,2,0
2026-04-09,Store_2,P009,Beverage,41,453,490,No,No,Sunny,No,321,2,2026,4,9,3,0
2026-04-10,Store_2,P009,Personal Care,47,420,983,Yes,Yes,Hot,Yes,297,10,2026,4,10,4,0
2026-04-11,Store_2,P005,Grocery,56,137,110,No,Yes,Sunny,Yes,670,14,2026,4,11,5,1
2026-04-12,Store_2,P010,Pharmacy,43,446,549,Yes,Yes,Hot,No,707,9,2026,4,12,6,1
2026-04-13,Store_3,P004,Beverage,56,291,680,No,No,Sunny,Yes,27,14,2026,4,13,0,0
2026-04-14,Store_1,P006,Pharmacy,160,26,758,No,No,Cloudy,No,826,3,2026,4,14,1,0
2026-04-15,Store_4,P007,Beverage,251,80,745,No,Yes,Rainy,Yes,254,10,2026,4,15,2,0
2026-04-16,Store_2,P005,Grocery,155,278,891,Yes,Yes,Sunny,No,694,7,2026,4,16,3,0
2026-04-17,Store_5,P010,Grocery,48,421,682,Yes,No,Rainy,Yes,580,4,2026,4,17,4,0
2026-04-18,Store_2,P009,Grocery,28,380,211,Yes,No,Sunny,No,321,13,2026,4,18,5,1
2026-04-19,Store_5,P003,Beverage,220,314,982,No,No,Sunny,No,57,13,2026,4,19,6,1
2026-04-20,Store_3,P007,Personal Care,146,460,571,No,Yes,Sunny,Yes,155,6,2026,4,20,0,0
2026-04-21,Store_5,P010,Beverage,61,472,261,Yes,No,Sunny,No,841,14,2026,4,21,1,0
2026-04-22,Store_4,P010,Personal Care,23,453,157,No,Yes,Sunny,No,440,4,2026,4,22,2,0
2026-04-23,Store_1,P005,Beverage,54,314,364,No,No,Rainy,No,238,10,2026,4,23,3,0
2026-04-24,Store_5,P007,Beverage,213,112,199,No,No,Sunny,No,367,7,2026,4,24,4,0
2026-04-25,Store_5,P002,Grocery,210,318,731,Yes,Yes,Rainy,Yes,827,1,2026,4,25,5,1
2026-04-26,Store_1,P004,Pharmacy,123,202,522,No,Yes,Cloudy,No,565,3,2026,4,26,6,1
2026-04-27,Store_4,P002,Pharmacy,42,250,222,Yes,Yes,Hot,Yes,883,13,2026,4,27,0,0
2026-04-28,Store_2,P007,Personal Care,284,71,592,Yes,No,Sunny,Yes,98,3,2026,4,28,1,0
2026-04-29,Store_5,P002,Pharmacy,279,26,211,Yes,No,Hot,Yes,767,1,2026,4,29,2,0
2026-04-30,Store_1,P001,Beverage,94,180,24,Yes,No,Rainy,Yes,914,6,2026,4,30,3,0
2026-05-01,Store_3,P009,Beverage,68,449,909,Yes,Yes,Cloudy,No,292,13,2026,5,1,4,0
2026-05-02,Store_1,P001,Grocery,278,260,256,No,No,Cloudy,No,180,11,2026,5,2,5,1
2026-05-03,Store_3,P008,Grocery,207,262,712,Yes,Yes,Cloudy,Yes,706,14,2026,5,3,6,1
2026-05-04,Store_4,P002,Pharmacy,192,396,330,Yes,Yes,Hot,No,897,9,2026,5,4,0,0
2026-05-05,Store_2,P008,Personal Care,64,216,568,Yes,Yes,Rainy,Yes,327,8,2026,5,5,1,0
2026-05-06,Store_1,P003,Pharmacy,80,38,75,No,No,Sunny,No,393,11,2026,5,6,2,0
2026-05-07,Store_5,P006,Pharmacy,102,126,462,No,No,Sunny,No,995,7,2026,5,7,3,0
2026-05-08,Store_4,P003,Pharmacy,142,425,256,No,Yes,Rainy,No,752,10,2026,5,8,4,0
2026-05-09,Store_1,P007,Pharmacy,35,291,889,No,No,Hot,Yes,28,8,2026,5,9,5,1
2026-05-10,Store_5,P010,Beverage,65,418,880,Yes,Yes,Sunny,Yes,820,6,2026,5,10,6,1
2026-05-11,Store_1,P009,Personal Care,37,357,216,Yes,Yes,Rainy,No,463,9,2026,5,11,0,0
2026-05-12,Store_3,P002,Beverage,181,34,604,No,No,Sunny,Yes,132,3,2026,5,12,1,0
